km,log_fiyat,model_1.6 TDi BlueMotion Business,model_1.6 TDi BlueMotion Comfortline,model_1.6 TDi BlueMotion Elegance,model_1.6 TDi BlueMotion Exclusive,model_1.6 TDi BlueMotion Highline,model_1.6 TDi BlueMotion Impression,model_1.6 TDi BlueMotion R Line,model_1.6 TDi BlueMotion Trendline,kasa_Station wagon,renk_Diğer,renk_Füme,renk_Gri,renk_Kahverengi,renk_Lacivert,renk_Mavi,renk_Siyah,kimden_Sahibinden,agirlikli_hasar_skoru,arac_yasi,b7_kasa,yıl_2012.0,yıl_2013.0,yıl_2014.0,yıl_2015.0,yıl_2016.0,yıl_2017.0,yıl_2018.0,yıl_2019.0,yıl_2020.0,otomatik_vites
202000,14.058456736574664,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,76.55002,8.0,False,False,False,False,False,False,True,False,False,False,True
178000,14.0623706358958,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
165000,14.058456736574664,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,185.78146,8.0,False,False,False,False,False,False,True,False,False,False,True
232000,13.955272500339433,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,136.64228,9.0,False,False,False,False,False,True,False,False,False,False,True
250000,13.985253332551368,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.67548,9.0,False,False,False,False,False,True,False,False,False,False,True
139000,13.989463865087712,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,141.27189,8.0,False,False,False,False,False,False,True,False,False,False,False
318000,13.444446876573442,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,136.64228,13.0,True,True,False,False,False,False,False,False,False,False,True
270000,13.658856747918897,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,168.77384,11.0,True,False,False,True,False,False,False,False,False,False,True
290000,13.67509840424753,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,147.29976000000002,11.0,True,False,False,True,False,False,False,False,False,False,True
6001,14.569282360340654,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
243000,14.074021253115776,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38.12509,10.0,False,False,False,False,True,False,False,False,False,False,True
105000,14.155547860749984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.62542,10.0,False,False,False,False,True,False,False,False,False,False,True
242550,13.800396920154226,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,74.91227,12.0,True,False,True,False,False,False,False,False,False,False,True
231586,13.800396920154226,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,80.83303,12.0,True,False,True,False,False,False,False,False,False,False,True
180000,14.169682371684887,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
101000,14.151982794585487,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,157.1735,7.0,False,False,False,False,False,False,False,True,False,False,True
105000,14.316285845876763,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,7.0,False,False,False,False,False,False,False,True,False,False,True
132000,14.240778293368619,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.0,10.0,False,False,False,False,True,False,False,False,False,False,False
242000,13.560618308335483,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,140.11067,13.0,True,True,False,False,False,False,False,False,False,False,False
345000,13.42984807715229,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6.37968,14.0,True,False,False,False,False,False,False,False,False,False,False
163000,14.237504968023648,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,103.9951,8.0,False,False,False,False,False,False,True,False,False,False,True
92000,14.230925996925606,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,5.83168,6.0,False,False,False,False,False,False,False,False,True,False,True
196514,13.835313185260453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.5792,11.0,True,False,False,True,False,False,False,False,False,False,True
152000,14.220308777084735,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,74.37103,5.0,False,False,False,False,False,False,False,False,False,True,True
210000,13.779883380321124,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,171.86615,9.0,False,False,False,False,False,True,False,False,False,False,True
275000,13.742939865129438,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.83168,12.0,True,False,True,False,False,False,False,False,False,False,True
204000,13.732128949025222,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,12.0,True,False,True,False,False,False,False,False,False,False,False
245000,13.732128949025222,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,13.0,True,True,False,False,False,False,False,False,False,False,False
320000,13.742939865129438,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,153.9041,10.0,False,False,False,False,True,False,False,False,False,False,False
219960,14.069183314313307,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
200000,13.937728190688523,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,59.74189,11.0,True,False,False,True,False,False,False,False,False,False,True
65000,14.545471711646936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.0,7.0,False,False,False,False,False,False,False,True,False,False,True
140000,14.315679601541737,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,6.0,False,False,False,False,False,False,False,False,True,False,True
95000,14.303476887584182,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,False
232500,13.937728190688523,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,False
230000,13.641157170819497,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,132.0967,13.0,True,True,False,False,False,False,False,False,False,False,True
320000,13.534473028231162,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,13.0,True,True,False,False,False,False,False,False,False,False,False
275000,13.986939673591806,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,10.84244,10.0,False,False,False,False,True,False,False,False,False,False,False
300000,13.567049198665774,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,159.20318999999998,12.0,True,False,True,False,False,False,False,False,False,False,True
191000,13.742939865129438,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,32.33135,11.0,True,False,False,True,False,False,False,False,False,False,False
77000,14.389310980891652,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,136.64228,6.0,False,False,False,False,False,False,False,False,True,False,True
201000,13.593682391152424,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,107.05760000000001,11.0,True,False,False,True,False,False,False,False,False,False,True
217000,13.81049801614073,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
260000,13.849911984681606,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,56.5079,9.0,False,False,False,False,False,True,False,False,False,False,True
100000,14.253765488895429,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.0,7.0,False,False,False,False,False,False,False,True,False,False,True
329000,13.698976741708323,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,78.5557,10.0,False,False,False,False,True,False,False,False,False,False,True
150600,14.26019637922572,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,False
195000,14.006130917572923,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,21.848219999999998,8.0,False,False,False,False,False,False,True,False,False,False,True
155000,13.872835624583544,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,12.0,True,False,True,False,False,False,False,False,False,False,True
180000,14.104441849816487,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32.54921,8.0,False,False,False,False,False,False,True,False,False,False,True
118069,14.569282360340654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0888,6.0,False,False,False,False,False,False,False,False,True,False,True
129000,14.400515579904516,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
181000,14.22097566607244,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,42.56746,8.0,False,False,False,False,False,False,True,False,False,False,True
200000,13.77468856344402,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,119.16304,13.0,True,True,False,False,False,False,False,False,False,False,False
147000,13.815510557964274,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,163.36962000000003,12.0,True,False,True,False,False,False,False,False,False,False,True
145000,14.141210697603576,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,155.27225,8.0,False,False,False,False,False,False,True,False,False,False,True
181000,13.946538820370678,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,29.58145,10.0,False,False,False,False,True,False,False,False,False,False,True
260000,13.8878312195439,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,121.37163999999999,10.0,False,False,False,False,True,False,False,False,False,False,True
154300,14.077874822431765,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,135.90632,11.0,True,False,False,True,False,False,False,False,False,False,True
180000,14.010254634756786,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
133000,14.425276129585168,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,6.0,False,False,False,False,False,False,False,False,True,False,True
63000,14.301018373745976,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,154.90867999999998,5.0,False,False,False,False,False,False,False,False,False,True,True
269000,14.151268253647618,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,7.0,False,False,False,False,False,False,False,True,False,False,True
215000,14.093142294562554,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
205000,14.058456736574664,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,17.10935,10.0,False,False,False,False,True,False,False,False,False,False,True
221000,13.610943392223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.5611,11.0,True,False,False,True,False,False,False,False,False,False,True
165000,14.119312012295937,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,8.0,False,False,False,False,False,False,True,False,False,False,True
220000,14.187074114396758,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
148000,14.01436141670944,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,130.55347999999998,11.0,True,False,False,True,False,False,False,False,False,False,True
220000,13.763164077592064,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
59585,14.334304351379442,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,125.54272,7.0,False,False,False,False,False,False,False,True,False,False,True
233000,14.28551418721001,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,38.06823,9.0,False,False,False,False,False,True,False,False,False,False,True
153000,14.392123922268269,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,130.8106,8.0,False,False,False,False,False,False,True,False,False,False,True
110000,14.28551418721001,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,10.0,False,False,False,False,True,False,False,False,False,False,False
309000,13.883169206438088,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,60.065549999999995,11.0,True,False,False,True,False,False,False,False,False,False,True
175000,14.122995257712235,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,31.88241,10.0,False,False,False,False,True,False,False,False,False,False,True
132000,14.085537695177335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61.28398,9.0,False,False,False,False,False,True,False,False,False,False,True
270000,13.687677186454389,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17.52296,13.0,True,True,False,False,False,False,False,False,False,False,True
159000,14.092952882685863,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,133.46669999999997,8.0,False,False,False,False,False,False,True,False,False,False,True
261000,14.037853789107714,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.167899999999996,10.0,False,False,False,False,True,False,False,False,False,False,True
170000,14.234220892822458,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,91.538,7.0,False,False,False,False,False,False,False,True,False,False,True
220000,14.058456736574664,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62.89695,10.0,False,False,False,False,True,False,False,False,False,False,True
209000,14.026581528044215,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,78.49093,10.0,False,False,False,False,True,False,False,False,False,False,True
85000,14.400515579904516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,7.0,False,False,False,False,False,False,False,True,False,False,True
275000,13.8878312195439,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,34.26424,10.0,False,False,False,False,True,False,False,False,False,False,True
155000,14.3372761217686,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
130000,14.067824486578264,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,104.49085000000001,6.0,False,False,False,False,False,False,False,False,True,False,True
170000,14.291744736960645,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,7.0,False,False,False,False,False,False,False,True,False,False,True
249000,14.151982794585487,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,71.34487999999999,9.0,False,False,False,False,False,True,False,False,False,False,True
118000,14.383661248349535,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,8.0,False,False,False,False,False,False,True,False,False,False,True
235000,13.681979165339751,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,13.0,True,True,False,False,False,False,False,False,False,False,False
99000,14.102942599160846,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,40.09592,8.0,False,False,False,False,False,False,True,False,False,False,True
120000,14.038654109278484,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,67.02782,8.0,False,False,False,False,False,False,True,False,False,False,True
145000,14.137594057133388,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
335000,13.58609739363647,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,73.48325,11.0,True,False,False,True,False,False,False,False,False,False,True
170000,14.151982794585487,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,8.0,False,False,False,False,False,False,True,False,False,False,True
225000,14.162640089059476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,71.12198,5.0,False,False,False,False,False,False,False,False,False,True,True
199000,14.158922941669429,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,25.0391,10.0,False,False,False,False,True,False,False,False,False,False,True
177000,14.217636764806924,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
136000,14.18638422130282,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.10935,8.0,False,False,False,False,False,False,True,False,False,False,True
106000,14.569282360340654,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
97000,14.386490104550012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
147000,14.328334184392938,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
71000,14.269765830241871,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,8.0,False,False,False,False,False,False,True,False,False,False,True
273000,13.892471599100402,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31.8984,8.0,False,False,False,False,False,False,True,False,False,False,True
69750,14.569282360340654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
209000,13.933293593620657,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,80.38271,9.0,False,False,False,False,False,True,False,False,False,False,True
170000,14.126664986601197,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33.02077,6.0,False,False,False,False,False,False,False,False,True,False,True
199000,14.108180171927094,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31.4688,9.0,False,False,False,False,False,True,False,False,False,False,True
207000,14.501129472103427,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,6.0,False,False,False,False,False,False,False,False,True,False,True
234000,14.244040939003435,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5.00488,8.0,False,False,False,False,False,False,True,False,False,False,True
258000,14.10668651967031,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
290000,13.698976741708323,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,20.23276,13.0,True,True,False,False,False,False,False,False,False,False,False
123500,14.375126345899696,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
240000,13.972086865006371,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,14.5792,8.0,False,False,False,False,False,False,True,False,False,False,True
209000,13.687677186454389,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,14.0,True,False,False,False,False,False,False,False,False,False,False
314000,13.764217263576723,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,158.90220000000002,8.0,False,False,False,False,False,False,True,False,False,False,True
275000,13.864300722133706,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,85.12931,9.0,False,False,False,False,False,True,False,False,False,False,True
240000,14.148404973237604,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
267000,13.909911233385758,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17.10935,10.0,False,False,False,False,True,False,False,False,False,False,True
212000,13.878485357125662,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,12.0,True,False,True,False,False,False,False,False,False,False,True
46000,14.372265113618665,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,6.0,False,False,False,False,False,False,False,False,True,False,True
145000,14.097639741626354,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,14.35945,8.0,False,False,False,False,False,False,True,False,False,False,False
155000,14.050582680143757,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,105.30086000000001,8.0,False,False,False,False,False,False,True,False,False,False,True
143000,14.06158908056098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,12.0,True,False,True,False,False,False,False,False,False,False,True
137700,14.18638422130282,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,42.159549999999996,6.0,False,False,False,False,False,False,False,False,True,False,True
150000,14.111904571018076,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,77.47615,7.0,False,False,False,False,False,False,False,True,False,False,True
157000,13.835313185260453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,131.96535,12.0,True,False,True,False,False,False,False,False,False,False,False
95000,14.569282360340654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
214000,14.20077295875492,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,5.0,False,False,False,False,False,False,False,False,False,True,True
295000,13.901688254205327,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
198000,14.22097566607244,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,136.64228,9.0,False,False,False,False,False,True,False,False,False,False,True
146000,14.284888991816091,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18.0051,5.0,False,False,False,False,False,False,False,False,False,True,True
123000,14.26339638195639,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,8.0,False,False,False,False,False,False,True,False,False,False,True
153000,14.187074114396758,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,8.0,False,False,False,False,False,False,True,False,False,False,True
192000,13.954402556830892,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,118.2893,11.0,True,False,False,True,False,False,False,False,False,False,True
155000,14.069377281921325,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,False
220000,13.94214320889764,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,85.19553,10.0,False,False,False,False,True,False,False,False,False,False,True
121000,14.169682371684887,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,35.213300000000004,7.0,False,False,False,False,False,False,False,True,False,False,True
193000,13.976778705560397,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41.19045,8.0,False,False,False,False,False,False,True,False,False,False,True
175000,13.864300722133706,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,56.77132,12.0,True,False,True,False,False,False,False,False,False,False,True
268000,14.04662227892766,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
141000,14.271668780387957,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
194000,13.997832114758229,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.107060000000001,10.0,False,False,False,False,True,False,False,False,False,False,False
241000,14.074021253115776,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29.1584,10.0,False,False,False,False,True,False,False,False,False,False,True
260000,14.077105295652737,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
132000,14.176675407175859,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,136.64228,8.0,False,False,False,False,False,False,True,False,False,False,True
162000,13.972514306773938,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
88000,14.137594057133388,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,8.0,False,False,False,False,False,False,True,False,False,False,False
134000,14.269765830241871,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0,10.0,False,False,False,False,True,False,False,False,False,False,False
299999,14.151982794585487,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,136.64228,9.0,False,False,False,False,False,True,False,False,False,False,True
145000,14.115615150414612,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,False
180000,14.089347223594002,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,29.06355,8.0,False,False,False,False,False,False,True,False,False,False,True
94000,14.253765488895429,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,46.766400000000004,6.0,False,False,False,False,False,False,False,False,True,False,True
182000,14.28551418721001,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
147000,14.374554754000739,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,9.0,False,False,False,False,False,True,False,False,False,False,True
182000,14.085537695177335,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,8.0,False,False,False,False,False,False,True,False,False,False,True
223000,13.901688254205327,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,15.693200000000001,8.0,False,False,False,False,False,False,True,False,False,False,True
97000,14.240451442573095,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,6.0,False,False,False,False,False,False,False,False,True,False,True
265000,14.197365800433305,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,57.31565,8.0,False,False,False,False,False,False,True,False,False,False,True
201000,14.22097566607244,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.89201000000001,10.0,False,False,False,False,True,False,False,False,False,False,True
199000,14.058456736574664,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
260000,13.976778705560397,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31.4688,10.0,False,False,False,False,True,False,False,False,False,False,True
194000,13.785051350479566,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,13.0,True,True,False,False,False,False,False,False,False,False,True
197000,13.658856747918897,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,132.18165,11.0,True,False,False,True,False,False,False,False,False,False,True
275000,13.64709190633931,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
152000,14.15910026235435,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,46.52525,9.0,False,False,False,False,False,True,False,False,False,False,True
202000,13.81049801614073,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,162.74984,8.0,False,False,False,False,False,False,True,False,False,False,True
67000,14.13686915677544,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60.89029,8.0,False,False,False,False,False,False,True,False,False,False,True
215000,13.804449610604848,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
285000,13.418013619505286,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,13.0,True,True,False,False,False,False,False,False,False,False,False
132000,14.133964289082808,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,177.09905,9.0,False,False,False,False,False,True,False,False,False,False,True
135000,13.995245438861462,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,11.0,True,False,False,True,False,False,False,False,False,False,True
197800,14.01436141670944,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18.89188,9.0,False,False,False,False,False,True,False,False,False,False,True
285000,13.864300722133706,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,10.0,False,False,False,False,True,False,False,False,False,False,True
265000,13.573438996764546,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,75.1663,11.0,True,False,False,True,False,False,False,False,False,False,True
311000,13.500799813124575,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,144.96213999999998,13.0,True,True,False,False,False,False,False,False,False,False,False
153000,14.316285845876763,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,6.0,False,False,False,False,False,False,False,False,True,False,True
201000,14.058456736574664,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,12.5269,7.0,False,False,False,False,False,False,False,True,False,False,True
